Month,Mean_Return,Min_Return,Max_Return,Volatility,Ticker
2024-05-31,0.0062509753653913255,-0.02105811765187715,0.05981615244160543,0.015662555888499068,AAPL
2024-06-30,0.005025395316132845,-0.021512932583678035,0.07264905022449875,0.02137097723520335,AAPL
2024-07-31,0.0025263255110646965,-0.028754334918082436,0.029104576415980965,0.015505919723773225,AAPL
2024-08-31,0.0015488872767193634,-0.048167041030217295,0.017193024691488423,0.014390167506207445,AAPL
2024-09-30,0.0009700551739041773,-0.02777522570687141,0.03706552058570356,0.014809655419630365,AAPL
2024-10-31,-0.0012588663408995607,-0.02914164788375384,0.018404058355611763,0.013200377142919507,AAPL
2024-11-30,0.0025666898688062267,-0.014109186922565575,0.02137208191102813,0.009500917812803517,AAPL
2024-12-31,0.0026099050680367586,-0.021421742389975296,0.01881586884400277,0.010244918312434478,AAPL
2025-01-31,-0.002784847978178695,-0.040400197202423715,0.03654394033905306,0.019239260914973917,AAPL
2025-02-28,0.0014727114897668974,-0.033856025787857735,0.021831803540614203,0.016351201168037732,AAPL
2025-03-31,-0.0038607953826865085,-0.048479556019480285,0.019476864216797063,0.019286184900308617,AAPL
2025-04-30,-0.0009618317307378065,-0.09245607865732186,0.15328847287251235,0.049706737684324015,AAPL
2024-05-31,0.0025291146215244763,-0.033786083475529805,0.02216968811762232,0.011741471541774353,MSFT
2024-06-30,0.003927642754945229,-0.013028514573188654,0.01936769408045369,0.008363264281642049,MSFT
2024-07-31,-0.002897496692903123,-0.03585485239254482,0.02188159327380723,0.014703138234438843,MSFT
2024-08-31,2.2517907156990617e-05,-0.03265684279119241,0.017698718353813314,0.012256254358392801,MSFT
2024-09-30,0.0016176082447410312,-0.018459019057063486,0.021342326295261005,0.011562695494627288,MSFT
2024-10-31,-0.002366417079963835,-0.060527553825204916,0.020846284380701574,0.015659353829820213,MSFT
2024-11-30,0.002230101197085316,-0.027852606626585397,0.021968050130088068,0.011736990021556622,MSFT
2024-12-31,-0.00014599524184026667,-0.037561028320673095,0.017758421343760267,0.012477955551881467,MSFT
2025-01-31,-0.0005559191776003836,-0.06180906015663257,0.0413068643925294,0.021088343107615447,MSFT
2025-02-28,-0.002188414230950847,-0.01903258752394521,0.012523114159079807,0.009874674408496799,MSFT
2025-03-31,-0.002537342963513357,-0.03343414152194846,0.03193435545362511,0.01607090063358261,MSFT
2025-04-30,0.0028642333045656603,-0.0366059709875346,0.10133680183689964,0.02963939252295474,MSFT
2024-05-31,0.0025012970906628505,-0.021546283294677115,0.01873874232124728,0.010377455486173377,GOOGL
2024-06-30,0.0029894937410395173,-0.017582669727792655,0.026838496573197146,0.011258980289814905,GOOGL
2024-07-31,-0.002564556145195967,-0.05038788749788348,0.025723790399843738,0.01816811547632504,GOOGL
2024-08-31,-0.0020955474512272076,-0.044461709303773356,0.02276628729902619,0.015597747531878339,GOOGL
2024-09-30,0.0009464255123921572,-0.04019344699097227,0.02335279770790244,0.016408197967571855,GOOGL
2024-10-31,0.00143314484422441,-0.024422403752115573,0.02817072027573686,0.01249385611176893,GOOGL
2024-11-30,-0.00045566122727437873,-0.047448457707205516,0.039884435510356475,0.019394422470648827,GOOGL
2024-12-31,0.00572698132625693,-0.035922669803550744,0.05588185257495604,0.022710751446789825,GOOGL
2025-01-31,0.0038918587183882913,-0.041956012226278205,0.031055574434653455,0.017176431293365924,GOOGL
2025-02-28,-0.009246577990885322,-0.07292371789552754,0.025592671718451587,0.021389886111364265,GOOGL
2025-03-31,-0.0042874251236974924,-0.04875495188788481,0.023411774132647167,0.022100048145616995,GOOGL
2025-04-30,0.001699253334851399,-0.04024447488299632,0.09682107851485466,0.030584101452794017,GOOGL
2024-05-31,-0.0006284130379151284,-0.016060700229647673,0.031955314082140474,0.01100808417820473,AMZN
2024-06-30,0.004913013293572709,-0.023249966952787915,0.03901472799901873,0.015408951740333925,AMZN
2024-07-31,-0.0013781571211731079,-0.029934025650088625,0.029002194810164417,0.015839738909214945,AMZN
2024-08-31,-0.0017596751047614277,-0.0878470841762542,0.04403286281963403,0.026624963375947296,AMZN
2024-09-30,0.0022898760059477607,-0.03653943460735232,0.02768031821904482,0.017225072975870632,AMZN
2024-10-31,0.00011867832147218953,-0.03284388507953562,0.02500542770436165,0.014563412418229966,AMZN
2024-11-30,0.005732516911277452,-0.041942478231440816,0.06185621865256041,0.023605322593251654,AMZN
2024-12-31,0.002712865266051301,-0.045987410359975445,0.029381072944344444,0.017436219879409284,AMZN
2025-01-31,0.004102813527388638,-0.02416414035082548,0.025670516796895804,0.013865922269552617,AMZN
2025-02-28,-0.005790677040169287,-0.04053095448794508,0.019543422733693472,0.017117920982257243,AMZN
2025-03-31,-0.004985919977227373,-0.04290822091507418,0.03593082692897376,0.021212000646606017,AMZN
2025-04-30,-0.0006395679770488885,-0.08979129298487254,0.11977031526306248,0.04238978711196479,AMZN
2024-05-31,-0.00018990841816339597,-0.03761635178001177,0.06659050790792542,0.025970887494662424,TSLA
2024-06-30,0.005822219096001914,-0.024442410719736185,0.052974598199923895,0.023516430939856996,TSLA
2024-07-31,0.008546772230245647,-0.12334604589403697,0.10197271435359379,0.0512049622415074,TSLA
2024-08-31,-0.0030044269152913975,-0.06554059651757449,0.06336276788880446,0.03688451307767592,TSLA
2024-09-30,0.01062664596544261,-0.0844593239607937,0.07359155565707187,0.03404430675043312,TSLA
2024-10-31,-0.0007068067773868621,-0.08782510719719305,0.21919035070290427,0.054400494197931935,TSLA
2024-11-30,0.017484534882286035,-0.06145717075892854,0.14751032444224466,0.05108995600983899,TSLA
2024-12-31,0.008333878673975085,-0.0827949436951747,0.07357174228224572,0.04168905539403861,TSLA
2025-01-31,0.0006854326819144107,-0.06081615932376483,0.08215567328200035,0.03561988481444487,TSLA
2025-02-28,-0.016208681391612988,-0.0838955952220366,0.05773971683431944,0.036465306660166924,TSLA
2025-03-31,-0.004128110308377786,-0.1542620682219512,0.11933580126800525,0.05909554446520462,TSLA
2025-04-30,0.006311347474996383,-0.10419786826814681,0.22689989839624536,0.07078740037224815,TSLA
2024-05-31,0.013752895192944214,-0.03766600258763508,0.0931966594532665,0.030701485528401146,NVDA
2024-06-30,0.0068443399079778835,-0.0668404911581939,0.06756414751885997,0.03363048520787398,NVDA
2024-07-31,-0.0015115556203498552,-0.07043634836747203,0.1281209562539556,0.04499521674160322,NVDA
2024-08-31,0.0017256363251600655,-0.06674059695720658,0.06530914154244427,0.041370732313507255,NVDA
2024-09-30,0.0014897240656320753,-0.09525009573455412,0.08149869767105633,0.03610120819260406,NVDA
2024-10-31,0.004188943890741305,-0.0472225663139626,0.04137688273160345,0.025233676670277587,NVDA
2024-11-30,0.002311579488079446,-0.041775172561195006,0.04894760018955968,0.02446293516643805,NVDA
2024-12-31,-0.0011718172689549782,-0.026943184610302207,0.03689681311202908,0.02095807159948059,NVDA
2025-01-31,-0.004133334782944931,-0.16968164809235808,0.08925872857409978,0.05370272884652239,NVDA
2025-02-28,0.0026472918216078685,-0.08478060858269565,0.05208593578127907,0.034131523549970434,NVDA
2025-03-31,-0.006068020473895023,-0.08693564039304158,0.06427584242546702,0.03720317668407526,NVDA
2025-04-30,0.0017383569925913732,-0.07806552490608354,0.18722739572091607,0.05742324939354528,NVDA
2024-05-31,0.0030013572178405824,-0.017257114158043985,0.030356615105469276,0.013850850770235835,META
2024-06-30,0.00422858369184956,-0.02952496775599389,0.03788342726075156,0.015462859913011086,META
2024-07-31,-0.002361060508276856,-0.056759117382486735,0.05872996186704316,0.027567535054116583,META
2024-08-31,0.004445624584148655,-0.025422969169414222,0.04824886039278353,0.020180873358350927,META
2024-09-30,0.004838508507710887,-0.03209772963726132,0.03931585989563846,0.014638587622896866,META
2024-10-31,-0.00024498214959675033,-0.04092586654192354,0.02615210132686152,0.01614209213522135,META
2024-11-30,0.0006986326306776813,-0.039988902741042054,0.03435023169234008,0.015071894909677511,META
2024-12-31,0.001121234304293958,-0.03591954306380629,0.035119680642609064,0.018565227678835422,META
2025-01-31,0.008330219005251282,-0.02314536423907565,0.04229037938249158,0.01760062522998985,META
2025-02-28,-0.0015158591749535658,-0.02755647231710623,0.024638794080222848,0.015199494461620585,META
2025-03-31,-0.006632896335725365,-0.04667827796275392,0.0379035229952831,0.026647716323321927,META
2025-04-30,-0.0012635497426201757,-0.08958265239791874,0.14755608879027715,0.047591619461332696,META
2024-05-31,0.0027032741226208725,-0.044972863273438635,0.020338974494636064,0.014338071214041894,JPM
2024-06-30,-3.199095532245201e-05,-0.026301259846498226,0.015514371543157823,0.011621080251634523,JPM
2024-07-31,0.002653311718363133,-0.03177021695193383,0.024934136429225484,0.013709380518771812,JPM
2024-08-31,0.0026025991203700153,-0.04241206669464492,0.027911778112971186,0.01480832637439939,JPM
2024-09-30,-0.0030722464167397988,-0.051888798321023555,0.020474388908226837,0.015981724496842126,JPM
2024-10-31,0.0025901856117555603,-0.018116297930552694,0.04439945881905971,0.014478021757709594,JPM
2024-11-30,0.006292693951722983,-0.04322833893656153,0.11544543800170848,0.028804029572980033,JPM
2024-12-31,-0.0018802988787241805,-0.0335207224196622,0.019917607759330158,0.011731763662540369,JPM
2025-01-31,0.005761178595633326,-0.013408499399856888,0.01971957283213155,0.009224426375331041,JPM
2025-02-28,-0.00040998339855971127,-0.04458379932281753,0.023924851502213684,0.015447871760362008,JPM
2025-03-31,-0.0034309059179423464,-0.041522137673240755,0.032195013998780775,0.019279263094355733,JPM
2025-04-30,0.0006962573125323377,-0.07483835244021786,0.0805551787432055,0.03342744104377282,JPM
2024-05-31,0.0010250822077538643,-0.01278706159857812,0.015568607870686035,0.007895295410603454,V
2024-06-30,-0.0019130701564241388,-0.02562124597823001,0.011695297412616323,0.010347610107054187,V
2024-07-31,0.0006426425444057339,-0.040107130041651895,0.022542732518872954,0.013795538609069406,V
2024-08-31,0.0019502070980659308,-0.038037307277500876,0.021674012495309647,0.011389083331532065,V
2024-09-30,-0.0001377354463518332,-0.05491455612315721,0.022335783912968976,0.015705576045873915,V
2024-10-31,0.0023542388442914426,-0.014895779764544037,0.029467554999508483,0.010976172717177336,V
2024-11-30,0.004344544382017484,-0.014301759486190058,0.04810937398506043,0.012035102020728163,V
2024-12-31,0.0001927828491553226,-0.026767176491536704,0.016463350807851773,0.010004454177606429,V
2025-01-31,0.003968928609145916,-0.015642983318630788,0.02326181769406288,0.009584674027169553,V
2025-02-28,0.00325415282380019,-0.01334348517758166,0.0195929370423924,0.00865351766776255,V
2025-03-31,-0.0015248942177910857,-0.027351468042793425,0.02445925208031463,0.015162330052369371,V
2025-04-30,-0.00027673195655714925,-0.07737411094767732,0.07837282886464103,0.029041587075024976,V
2024-05-31,-0.00100572076867509,-0.024755767223509473,0.014943077850329667,0.010470742943737534,JNJ
2024-06-30,-0.00016141686021479314,-0.012942541080622538,0.014623994570207133,0.006794697651793095,JNJ
2024-07-31,0.0035948611631697806,-0.02157065201445485,0.036884984308146906,0.013890330909764836,JNJ
2024-08-31,0.002636125319010171,-0.017606994068027904,0.021025209514042853,0.009057253890258856,JNJ
2024-09-30,-0.0011288750521169844,-0.01529453807651282,0.013566159444416748,0.007849031445323864,JNJ
2024-10-31,-0.0005631831942633672,-0.01704644274428513,0.015470283374489524,0.008034110228753126,JNJ
2024-11-30,-0.001109143992444378,-0.015479745198317962,0.015609657107021668,0.008086932219710323,JNJ
2024-12-31,-0.0032569204774326294,-0.018892256170232158,0.01779622134894332,0.00931794639780711,JNJ
2025-01-31,0.0026484889257065935,-0.027080556717537063,0.041343083458356134,0.015082956553699723,JNJ
2025-02-28,0.004749081860407573,-0.018122671883937236,0.018710844529986614,0.009722649810641379,JNJ
2025-03-31,0.00027113319658132013,-0.01814780233787172,0.01369527601698839,0.008570365815494415,JNJ
2025-04-30,-0.0025566341120937092,-0.07591652566271856,0.028707561124777792,0.02293226294487363,JNJ
